OBJECTID,Oceans,Regions,SubRegions,Sampling Method,Measurement,Unit,Density Range,Density Class,Short Reference,Long Reference,DOI,Organization,Keywords,Accession Number,Accession Link,Latitude,Longitude,Date,GlobalID,x,y
10055,Pacific Ocean,,,Intake seawater pump,89,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-39.6324,178.6445,3/19/2018 12:00:00 AM,89cec3b9-4b48-4123-a43f-af23241cbacd,178.6445,-39.6324
10056,Pacific Ocean,,,Intake seawater pump,41,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-52.0298,-116.6075,3/25/2018 12:00:00 AM,0b1c7803-eee0-4101-8cf3-ae6b911f11bb,-116.6075,-52.0298
10057,Pacific Ocean,,,Intake seawater pump,0,pieces/m3,0-0.0005,Very Low,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-55.5226,-83.5851,3/28/2018 12:00:00 AM,382b7d72-c51b-43c0-986c-3b112a7b0bb4,-83.5851,-55.5226
10058,Atlantic Ocean,,,Intake seawater pump,19,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-45.0875,-52.9857,3/19/2018 12:00:00 AM,7a37e7e8-f2a9-4048-9d22-2d6e7fb98758,-52.9857,-45.0875
10059,Atlantic Ocean,,,Intake seawater pump,14,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,37.7466,-61.5372,5/21/2018 12:00:00 AM,a16c6539-62d7-4b09-9b98-051257a0c59f,-61.5372,37.7466000000001
10060,Atlantic Ocean,,,Intake seawater pump,0,pieces/m3,0-0.0005,Very Low,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,37.8504,-51.483,5/23/2018 12:00:00 AM,89cf84db-73f1-436d-9dda-def82174fe93,-51.4829999999999,37.8504
10061,Atlantic Ocean,,,Intake seawater pump,0,pieces/m3,0-0.0005,Very Low,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,52.069,-17.9905,5/26/2018 12:00:00 AM,99fef72a-ea3d-4838-8590-95c2570efad3,-17.9904999999999,52.0690000000001
10062,Atlantic Ocean,Celtic Sea,,Intake seawater pump,15,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,50.4891,-6.8686,5/28/2018 12:00:00 AM,9861314c-8151-4259-a95e-e08dec38f201,-6.86859999999996,50.4891000000001
10063,Atlantic Ocean,,,Intake seawater pump,28,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,53.887,-8.2436,6/12/2018 12:00:00 AM,90c1321d-0609-45a3-92f9-3b094f3bc810,-8.24359999999996,53.8870000000001
10064,Atlantic Ocean,Skagerrak Strait,,Intake seawater pump,32,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,57.3386,9.5893,6/23/2018 12:00:00 AM,49047606-51d6-4d18-8a10-7efda878fe7f,9.58930000000004,57.3386
10085,Pacific Ocean,Tasman Sea,,Intake seawater pump,87,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-36.4721,149.8618,1/3/2018 12:00:00 AM,91be9383-9692-42fb-b7dd-7ad74bc75059,149.8618,-36.4721
10086,Pacific Ocean,Coral Sea,,Intake seawater pump,39,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-29.6277,156.6962,1/4/2018 12:00:00 AM,c0658eb0-2e2d-44e8-b642-596bbdecb74f,156.6962,-29.6276999999999
10087,Pacific Ocean,Coral Sea,,Intake seawater pump,20,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-12.4177,161.9762,1/7/2018 12:00:00 AM,750c4e78-a6f5-48d4-bcdf-f3c8c48ffe6d,161.9762,-12.4177
10088,Pacific Ocean,,,Intake seawater pump,23,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-4.57,161.4115,1/10/2018 12:00:00 AM,2f1d32f4-005a-4383-a0c2-0598b92c9858,161.4115,-4.56999999999994
10089,Pacific Ocean,,,Intake seawater pump,11,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,3.5162,156.7595,1/13/2018 12:00:00 AM,4b129cb2-da7e-4bdf-a296-41109be8376e,156.7595,3.51620000000003
10090,Pacific Ocean,Philippine Sea,,Intake seawater pump,48,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,13.8904,136.0467,1/16/2018 12:00:00 AM,dee2b3f6-f1ee-4f1b-9ed3-707e7470f520,136.0467,13.8904000000001
10091,Pacific Ocean,South China Sea,,Intake seawater pump,75,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,19.3505,120.8961,1/19/2018 12:00:00 AM,0883ebfe-7f13-4af6-be6a-3736b2f33470,120.8961,19.3505000000001
10092,Pacific Ocean,South China Sea,,Intake seawater pump,349,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,21.5077,119.5477,2/7/2018 12:00:00 AM,0ad19740-10d0-473a-b868-37dc98a4e50d,119.5477,21.5077000000001
10093,Pacific Ocean,Philippine Sea,,Intake seawater pump,243,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,24.8359,127.8911,2/10/2018 12:00:00 AM,68cbf296-1301-4e1a-9dcc-1e26f837614e,127.8911,24.8359
10094,Pacific Ocean,,,Intake seawater pump,101,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,8.1267,153.4173,2/15/2018 12:00:00 AM,d486420b-1224-4874-a5ac-43fe1e2df740,153.4173,8.12670000000003
10095,Pacific Ocean,,,Intake seawater pump,113,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,0.454,158.313,2/17/2018 12:00:00 AM,4b418a6d-7563-46d3-bc91-57e638cb3bc0,158.313,0.454000000000065
10096,Pacific Ocean,,,Intake seawater pump,38,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-8.8194,163.0896,2/19/2018 12:00:00 AM,143dfada-d314-4683-a938-495226f24ac2,163.0896,-8.81939999999997
10097,Pacific Ocean,Coral Sea,,Intake seawater pump,122,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-14.4883,164.6665,2/21/2018 12:00:00 AM,5e0f65b9-8476-45fa-9727-cce480f53618,164.6665,-14.4883
10098,Pacific Ocean,Coral Sea,,Intake seawater pump,44,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-20.0233,162.6339,2/23/2018 12:00:00 AM,70108eb9-0142-40e0-9715-f25029e75c60,162.6339,-20.0232999999999
10099,Pacific Ocean,,,Intake seawater pump,41,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-31.5239,164.4412,2/25/2018 12:00:00 AM,b487c45a-0ae0-46e5-ae50-d945a342066c,164.4412,-31.5239
10100,Pacific Ocean,Tasman Sea,,Intake seawater pump,54,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-34.2443,170.8554,2/26/2018 12:00:00 AM,f1abe1bf-c070-4c2d-886e-d676f6d32301,170.8554,-34.2443
10101,Pacific Ocean,,,Intake seawater pump,60,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-35.0697,173.9483,2/27/2018 12:00:00 AM,e7fa0fa7-23d9-4fe1-8810-119e61f630a8,173.9483,-35.0697
10102,Pacific Ocean,,,Intake seawater pump,45,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-40.058,177.9375,3/19/2018 12:00:00 AM,6c4aa96d-cfd7-42c2-b1de-1bc41745e5a1,177.9375,-40.0579999999999
10103,Pacific Ocean,,,Intake seawater pump,26,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-51.7981,-138.9305,3/24/2018 12:00:00 AM,7ab9fbba-683f-4a5d-bdb7-5c483a695101,-138.9305,-51.7981
10104,Pacific Ocean,,,Intake seawater pump,9,pieces/m3,1-10,High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-53.4174,-116.8519,3/25/2018 12:00:00 AM,69686eba-5f00-46c8-a3ff-452ef782d770,-116.8519,-53.4174
10105,Pacific Ocean,,,Intake seawater pump,13,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-55.7204,-87.3885,3/28/2018 12:00:00 AM,3e4e4954-1e56-4705-a890-b048e67a2a40,-87.3885,-55.7204
10106,Atlantic Ocean,,,Intake seawater pump,57,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-53.8228,-61.0576,3/30/2018 12:00:00 AM,c38e11be-0a19-42f2-b1a6-c33984bd6455,-61.0576,-53.8228
10107,Atlantic Ocean,,,Intake seawater pump,0,pieces/m3,0-0.0005,Very Low,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-46.8596,-52.6175,4/12/2018 12:00:00 AM,5b3110a6-b010-4acd-a6d9-f95f85af3816,-52.6174999999999,-46.8595999999999
10108,Atlantic Ocean,,,Intake seawater pump,19,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-41.0462,-51.8466,4/2/2018 12:00:00 AM,c6f396f3-399d-40f1-928d-0ca2af00924f,-51.8466,-41.0461999999999
10109,Atlantic Ocean,,,Intake seawater pump,12,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-36.2006,-49.2666,4/4/2018 12:00:00 AM,83ac442c-b4ea-4ecd-b277-226a39933229,-49.2666,-36.2006
10110,Atlantic Ocean,,,Intake seawater pump,95,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-30.8255,-47.751,4/5/2018 12:00:00 AM,374e8416-0a3a-4474-b513-c15b0dcac2b7,-47.751,-30.8255
10111,Atlantic Ocean,,,Intake seawater pump,79,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-26.3167,-44.3914,4/23/2018 12:00:00 AM,56c0ff1c-12e5-42d2-9c10-e344464ad85a,-44.3914,-26.3167
10112,Atlantic Ocean,,,Intake seawater pump,7,pieces/m3,1-10,High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-21.662,-38.4664,4/25/2018 12:00:00 AM,19374f84-d044-40e8-bb38-1122e0776c1a,-38.4664,-21.662
10113,Atlantic Ocean,,,Intake seawater pump,24,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-13.7751,-35.7575,4/27/2018 12:00:00 AM,34c72645-a684-45b1-8cbe-56221ccbbf66,-35.7574999999999,-13.7751
10114,Atlantic Ocean,,,Intake seawater pump,26,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,-3.1023,-35.6709,4/29/2018 12:00:00 AM,b8c2ab84-6c4a-437c-8d72-4ab7c00dd71a,-35.6709,-3.10229999999996
10115,Atlantic Ocean,,,Intake seawater pump,29,pieces/m3,>=10,Very High,Tanhua et al.2020,"Tanhua, T., S.B. Gutekunst, A. Biastoch. 2020. A near-synoptic survey of ocean microplastic concentration along an around-the world sailing race. PLoS ONE 15(12): e0243203",https://doi.org/10.1371/journal.pone.0243203,GEOMAR Helmholtz Centre for Ocean Research Kiel,Volvo Ocean Race/AkzoNobel/Turn the Tide on Plastic,170967,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0170967,2.1683,-39.071,4/18/2018 12:00:00 AM,2cfd7882-6575-4897-91ee-623ce889b031,-39.071,2.16830000000004
